customer_id,churn,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_daily,charges_monthly,charges_total,charges_monthly_seg,charges_total_seg,tenure_seg
5334-AFQJB,0,Male,1,0,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0.84,25.1,1789.9,Bajo,Medio-alto,Muy leal
5334-JLAXU,0,Female,0,1,0,60,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),3.14,94.1,5475.9,Alto,Alto,Leal
5336-UFNZP,0,Female,1,1,1,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,3.58,107.45,7047.5,Alto,Alto,Muy leal
5337-IIWKZ,0,Male,0,1,1,34,0,No phone service,DSL,0,0,1,1,1,0,Month-to-month,1,Electronic check,1.5,44.85,1442.6,Medio-bajo,Medio-alto,Intermedio
5338-YHWYT,0,Male,0,0,1,37,1,0,DSL,1,1,0,1,0,0,Two year,0,Credit card (automatic),2.05,61.45,2302.35,Medio-bajo,Medio-alto,Leal
5339-PXDVH,0,Male,0,0,0,4,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,3.02,90.65,367.95,Alto,Bajo,Nuevo
5339-TJFEK,0,Male,0,1,1,62,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,3.52,105.5,6487.2,Alto,Alto,Muy leal
5343-SGUBI,0,Female,0,0,0,52,1,1,Fiber optic,0,1,0,0,0,0,One year,1,Mailed check,2.67,80.2,4297.6,Medio-alto,Alto,Leal
5345-BMKWB,0,Male,0,1,0,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.68,20.25,158.35,Bajo,Bajo,Nuevo
5346-BZCHP,0,Female,0,1,1,69,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.65,19.4,1346.2,Bajo,Medio-bajo,Muy leal
5348-CAGXB,0,Male,0,0,0,12,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,2.98,89.55,1021.75,Medio-alto,Medio-bajo,Nuevo
5349-AZPEW,0,Female,0,1,1,5,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,0.84,25.05,125.5,Bajo,Bajo,Nuevo
5349-IECLD,1,Male,0,0,0,2,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,3.16,94.95,178.1,Alto,Bajo,Nuevo
5351-QESIO,0,Male,0,0,1,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,0.81,24.2,24.2,Bajo,Bajo,Nuevo
5353-WILCI,0,Female,0,0,0,28,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,1.87,56.05,1522.65,Medio-bajo,Medio-alto,Intermedio
5356-CSVSQ,0,Female,0,0,0,3,1,1,DSL,0,0,0,1,1,0,Month-to-month,0,Electronic check,2.15,64.6,174.2,Medio-bajo,Bajo,Nuevo
5356-KZCKT,0,Male,0,0,0,58,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0.82,24.45,1513.6,Bajo,Medio-alto,Leal
5356-RHIPP,1,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0.67,20.2,20.2,Bajo,Bajo,Nuevo
5357-TZHPP,1,Male,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),2.81,84.4,732.5,Medio-alto,Medio-bajo,Nuevo
5360-LJCNJ,0,Female,0,1,0,71,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),3.51,105.15,7555.0,Alto,Alto,Muy leal
5360-XGYAZ,0,Male,0,1,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),2.19,65.65,4664.5,Medio-bajo,Alto,Muy leal
5364-EVNIB,1,Male,0,0,0,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,2.66,79.8,973.45,Medio-alto,Medio-bajo,Intermedio
5364-XYIRR,1,Male,0,1,0,51,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.16,94.65,4812.75,Alto,Alto,Leal
5365-LLFYV,0,Female,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,1.53,45.85,105.6,Medio-bajo,Bajo,Nuevo
5366-IJEQJ,1,Male,0,0,0,20,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,2.96,88.7,1761.45,Medio-alto,Medio-alto,Intermedio
5366-OBVMR,0,Female,0,1,0,18,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,1.68,50.3,908.75,Medio-bajo,Medio-bajo,Intermedio
5370-IIVVL,0,Male,0,0,0,37,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),3.48,104.5,3778.0,Alto,Medio-alto,Leal
5371-VYLSX,0,Female,1,0,0,50,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,2.78,83.4,4113.7,Medio-alto,Alto,Leal
5372-FBKBN,0,Female,0,0,1,21,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.69,20.75,452.2,Bajo,Medio-bajo,Intermedio
5373-SFODM,1,Male,1,1,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),2.84,85.25,3132.75,Medio-alto,Medio-alto,Intermedio
5375-XLDOF,0,Male,0,1,1,69,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),3.81,114.35,7665.8,Alto,Alto,Muy leal
5376-DEQCP,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.35,70.6,70.6,Medio-alto,Bajo,Nuevo
5376-PCKNB,0,Male,0,1,1,72,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),3.48,104.45,7459.0,Alto,Alto,Muy leal
5377-NDTOU,0,Female,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,3.03,91.05,6293.75,Alto,Alto,Muy leal
5378-IKEEG,1,Female,0,0,0,1,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,1.19,35.75,35.75,Medio-bajo,Bajo,Nuevo
5380-AFSSK,1,Female,0,0,0,5,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,3.13,93.9,486.85,Alto,Medio-bajo,Nuevo
5380-WJKOV,1,Male,0,0,0,34,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,3.54,106.35,3549.25,Alto,Medio-alto,Intermedio
5380-XPJNZ,0,Female,0,0,0,38,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0.67,20.05,678.2,Bajo,Medio-bajo,Leal
5382-SOYZL,0,Male,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.17,95.1,2162.6,Alto,Medio-alto,Intermedio
5382-TEMLV,0,Male,0,0,0,45,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1.7,50.9,2298.55,Medio-bajo,Medio-alto,Leal
5383-MMTWC,1,Female,1,1,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2.8,84.0,613.4,Medio-alto,Medio-bajo,Nuevo
5384-ZTTWP,0,Female,0,1,1,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.66,19.8,272.95,Bajo,Bajo,Intermedio
5385-SUIRI,1,Male,1,1,0,52,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,3.47,104.2,5568.35,Alto,Alto,Leal
5386-THSLQ,0,Female,1,1,0,66,0,No phone service,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),1.52,45.55,3027.25,Medio-bajo,Medio-alto,Muy leal
5387-ASZNZ,0,Female,1,0,0,66,1,1,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),2.13,63.85,4174.35,Medio-bajo,Alto,Muy leal
5389-FFVKB,1,Male,1,1,0,32,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),2.68,80.3,2483.05,Medio-alto,Medio-alto,Intermedio
5392-AKEMH,0,Female,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1.5,45.05,523.1,Medio-bajo,Medio-bajo,Nuevo
5393-HJZSM,0,Female,0,1,1,32,1,0,DSL,1,1,1,1,0,1,Month-to-month,0,Bank transfer (automatic),2.54,76.3,2404.15,Medio-alto,Medio-alto,Intermedio
5393-RXQSZ,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,2.65,79.6,79.6,Medio-alto,Bajo,Nuevo
5394-MEITZ,0,Female,0,1,1,60,1,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),2.69,80.6,4946.7,Medio-alto,Alto,Leal
5394-SVGJV,1,Male,0,0,0,37,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),3.29,98.8,3475.55,Alto,Medio-alto,Leal
5396-IZEPB,0,Male,0,0,0,9,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),0.66,19.7,180.7,Bajo,Bajo,Nuevo
5397-NSKQG,0,Male,0,1,1,67,0,No phone service,DSL,1,0,0,0,1,1,Two year,0,Credit card (automatic),1.7,50.9,3281.65,Medio-bajo,Medio-alto,Muy leal
5397-TUPSH,0,Male,1,1,0,65,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),2.37,70.95,4555.2,Medio-alto,Alto,Muy leal
5399-ZIMKF,0,Male,0,0,0,5,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,2.49,74.65,383.65,Medio-alto,Bajo,Nuevo
5402-HTOTQ,0,Male,0,0,0,16,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,1.84,55.3,875.35,Medio-bajo,Medio-bajo,Intermedio
5404-GGUKR,0,Male,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,1.71,51.35,262.3,Medio-bajo,Bajo,Nuevo
5405-ZMYXQ,0,Female,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),2.49,74.6,548.9,Medio-alto,Medio-bajo,Nuevo
5406-KGRMX,0,Female,0,0,0,71,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,0.82,24.55,1719.15,Bajo,Medio-alto,Muy leal
5414-OFQCB,0,Male,0,0,0,57,1,1,Fiber optic,0,0,0,1,1,0,Two year,1,Credit card (automatic),3.02,90.45,5229.8,Alto,Alto,Leal
5419-CONWX,1,Female,1,0,0,4,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),3.33,99.8,442.85,Alto,Medio-bajo,Nuevo
5419-JKZNQ,0,Male,1,1,0,30,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,2.6,77.9,2351.45,Medio-alto,Medio-alto,Intermedio
5419-JPRRN,1,Male,0,0,0,1,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,3.38,101.45,101.45,Alto,Bajo,Nuevo
5419-KLXBN,1,Female,0,1,1,25,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),2.97,89.15,2257.75,Medio-alto,Medio-alto,Intermedio
5423-BHIXO,0,Female,0,0,0,32,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,1.81,54.2,1739.6,Medio-bajo,Medio-alto,Intermedio
5424-RLQLC,0,Male,0,0,0,10,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Mailed check,1.99,59.65,638.95,Medio-bajo,Medio-bajo,Nuevo
5429-LWCMV,0,Female,0,0,0,12,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,2.97,89.15,1057.55,Medio-alto,Medio-bajo,Nuevo
5433-KYGHE,0,Female,0,0,1,14,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Mailed check,2.87,86.0,1164.05,Medio-alto,Medio-bajo,Intermedio
5438-QMDDL,0,Female,0,1,0,19,1,0,DSL,0,1,0,0,0,1,Month-to-month,1,Mailed check,1.99,59.8,1130.85,Medio-bajo,Medio-bajo,Intermedio
5439-WIKXB,0,Male,1,1,0,41,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,3.15,94.55,3851.45,Alto,Alto,Leal
5440-FLBQG,1,Male,1,1,0,69,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),3.61,108.4,7318.2,Alto,Alto,Muy leal
5440-VHLUL,0,Male,0,0,0,69,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),3.51,105.2,7386.05,Alto,Alto,Muy leal
5442-BHQNG,0,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,2.34,70.35,139.25,Medio-bajo,Bajo,Nuevo
5442-BXVND,0,Female,0,1,1,33,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),0.81,24.25,838.5,Bajo,Medio-bajo,Intermedio
5442-PPTJY,0,Male,0,1,1,12,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.66,19.7,258.35,Bajo,Bajo,Nuevo
5442-UTCVD,1,Male,0,0,1,3,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,3.06,91.85,257.05,Alto,Bajo,Nuevo
5442-XSDCW,1,Male,0,1,1,11,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),2.65,79.5,868.5,Medio-alto,Medio-bajo,Nuevo
5443-SCMKX,0,Female,0,1,0,58,1,1,Fiber optic,0,1,1,0,0,1,One year,1,Electronic check,3.14,94.3,5610.15,Alto,Alto,Leal
5445-GLVOT,0,Female,0,0,0,22,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,1.66,49.8,1049.05,Medio-bajo,Medio-bajo,Intermedio
5445-PZWGX,1,Male,0,0,0,62,1,1,Fiber optic,1,1,0,1,0,1,One year,0,Electronic check,3.4,102.0,6529.25,Alto,Alto,Muy leal
5445-UTODQ,1,Female,0,1,0,7,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,2.7,81.1,576.65,Medio-alto,Medio-bajo,Nuevo
5446-DKWYW,0,Female,1,1,1,61,1,1,DSL,0,0,1,0,1,0,One year,1,Electronic check,2.17,65.2,3965.05,Medio-bajo,Alto,Muy leal
5447-VYTKW,0,Male,0,0,0,27,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,1.78,53.45,1461.45,Medio-bajo,Medio-alto,Intermedio
5447-WZAFP,0,Female,0,0,0,53,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Mailed check,3.34,100.3,5200.8,Alto,Alto,Leal
5448-VWNAM,0,Female,0,0,1,19,1,1,DSL,1,1,0,1,1,0,Month-to-month,1,Mailed check,2.53,75.9,1375.6,Medio-alto,Medio-bajo,Intermedio
5449-FIBXJ,1,Male,0,1,1,19,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,3.44,103.3,2012.7,Alto,Medio-alto,Intermedio
5451-MHQOF,0,Male,0,1,1,56,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,0.82,24.45,1431.65,Bajo,Medio-alto,Leal
5451-YHYPW,0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),3.86,115.75,8443.7,Alto,Alto,Muy leal
5453-AXEPF,0,Male,0,1,0,17,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),2.68,80.5,1336.9,Medio-alto,Medio-bajo,Intermedio
5453-YBTWV,0,Male,0,1,1,70,1,0,Fiber optic,1,1,1,1,1,0,Two year,1,Credit card (automatic),3.37,101.1,6994.8,Alto,Alto,Muy leal
5456-ITGIC,0,Male,1,1,0,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),2.15,64.45,4641.1,Medio-bajo,Alto,Muy leal
5457-COLHT,0,Male,0,1,1,69,1,0,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),2.69,80.65,5542.55,Medio-alto,Alto,Muy leal
5458-CQJTA,1,Male,0,1,1,65,1,0,DSL,1,0,0,1,1,1,Two year,1,Bank transfer (automatic),2.49,74.8,4820.15,Medio-alto,Alto,Muy leal
5461-QKNTN,0,Male,1,1,0,43,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,3.14,94.3,3953.15,Alto,Alto,Leal
5465-BUBFA,0,Female,0,1,1,41,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0.64,19.3,772.4,Bajo,Medio-bajo,Leal
5468-BPMMO,0,Male,0,1,0,46,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,0.65,19.6,851.2,Bajo,Medio-bajo,Leal
5469-CTCWN,1,Male,0,1,1,61,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,3.53,106.0,6547.7,Alto,Alto,Muy leal
5469-NUJUR,0,Male,0,0,0,19,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,0.66,19.95,373.5,Bajo,Bajo,Intermedio
5472-CVMDX,0,Female,0,0,0,68,0,No phone service,DSL,1,0,1,1,0,0,Two year,0,Mailed check,1.3,38.9,2719.2,Medio-bajo,Medio-alto,Muy leal
5473-KHBPS,0,Female,0,1,1,52,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),3.19,95.7,4976.15,Alto,Alto,Leal
5474-LAMUQ,0,Male,0,1,0,24,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0.67,20.1,533.9,Bajo,Medio-bajo,Intermedio
5478-JJVZK,0,Female,0,0,0,33,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,2.03,60.9,2033.85,Medio-bajo,Medio-alto,Intermedio
5480-HPRRX,1,Female,1,0,0,3,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,0.84,25.3,77.75,Bajo,Bajo,Nuevo
5480-TBGPH,1,Female,0,1,0,24,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),3.31,99.3,2431.35,Alto,Medio-alto,Intermedio
5480-XTFFL,0,Female,0,1,1,31,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.7,21.0,697.7,Bajo,Medio-bajo,Intermedio
5481-NTDOH,0,Female,1,1,0,67,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),3.57,107.05,7142.5,Alto,Alto,Muy leal
5482-NUPNA,1,Female,0,0,0,4,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,2.01,60.4,272.15,Medio-bajo,Bajo,Nuevo
5482-PLVPE,1,Female,1,0,0,2,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,0.81,24.35,41.85,Bajo,Bajo,Nuevo
5482-VXSXJ,0,Male,0,0,0,22,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Mailed check,3.11,93.2,2157.3,Alto,Medio-alto,Intermedio
5485-ITNPC,0,Male,0,1,0,66,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),2.86,85.9,5595.3,Medio-alto,Alto,Muy leal
5485-WUYWF,1,Male,1,0,0,2,1,0,DSL,1,0,1,0,1,0,Month-to-month,0,Bank transfer (automatic),2.21,66.4,94.55,Medio-bajo,Bajo,Nuevo
5493-SDRDQ,1,Male,0,0,0,2,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Mailed check,1.84,55.1,113.35,Medio-bajo,Bajo,Nuevo
5494-HECPR,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,2.68,80.25,80.25,Medio-alto,Bajo,Nuevo
5494-WOZRZ,0,Female,0,1,1,71,1,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),2.73,82.0,5999.85,Medio-alto,Alto,Muy leal
5495-GPSRW,0,Male,0,0,0,20,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,0.66,19.7,419.4,Bajo,Medio-bajo,Intermedio
5498-IBWPI,0,Female,0,1,1,66,1,0,DSL,0,0,0,1,0,0,One year,1,Credit card (automatic),1.65,49.4,3251.85,Medio-bajo,Medio-alto,Muy leal
5498-TXHLF,1,Female,0,1,1,34,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,2.92,87.45,2874.15,Medio-alto,Medio-alto,Intermedio
5499-ECUTN,0,Female,0,1,0,47,1,0,DSL,1,0,1,0,1,0,One year,1,Credit card (automatic),2.2,66.05,3021.45,Medio-bajo,Medio-alto,Leal
5501-TVMGM,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,1.84,55.25,55.25,Medio-bajo,Bajo,Nuevo
5502-RLUYV,1,Female,0,1,1,69,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,3.47,103.95,7446.9,Alto,Alto,Muy leal
5504-WSIUR,0,Female,0,0,0,70,1,1,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),3.01,90.25,6385.95,Alto,Alto,Muy leal
5505-OVWQW,0,Female,0,0,0,17,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0.67,20.15,353.65,Bajo,Bajo,Intermedio
5510-BOIUJ,1,Male,0,0,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.64,19.25,19.25,Bajo,Bajo,Nuevo
5512-IDZEI,0,Male,0,1,1,46,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,0.83,24.9,1174.8,Bajo,Medio-bajo,Leal
5514-YQENT,0,Male,0,0,1,41,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,3.7,111.15,4507.15,Alto,Alto,Leal
5515-AKOAJ,1,Female,0,0,0,54,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,3.34,100.1,5440.9,Alto,Alto,Leal
5515-IDEJJ,1,Male,0,1,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.66,19.9,19.9,Bajo,Bajo,Nuevo
5515-RUGKN,0,Male,0,0,0,8,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),1.82,54.75,438.05,Medio-bajo,Medio-bajo,Nuevo
5519-NPHVG,1,Female,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.14,94.2,1046.1,Alto,Medio-bajo,Nuevo
5519-TEEUH,0,Male,0,0,1,33,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,0.67,20.15,682.15,Bajo,Medio-bajo,Intermedio
5519-YLDGW,1,Female,0,1,0,21,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,3.46,103.9,2254.2,Alto,Medio-alto,Intermedio
5520-FVEWJ,1,Female,0,1,1,12,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,2.82,84.5,916.9,Medio-alto,Medio-bajo,Nuevo
5522-JBWMO,0,Male,0,0,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,1.47,44.0,44.0,Medio-bajo,Bajo,Nuevo
5522-NYKPB,0,Male,0,1,1,25,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,2.86,85.9,2199.05,Medio-alto,Medio-alto,Intermedio
5524-KHNJP,0,Male,0,1,1,33,1,0,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),2.49,74.75,2453.3,Medio-alto,Medio-alto,Intermedio
5527-ACHSO,0,Female,0,0,0,11,1,0,DSL,0,0,0,1,1,1,Month-to-month,0,Mailed check,2.35,70.5,829.3,Medio-alto,Medio-bajo,Nuevo
5529-GIBVH,0,Female,0,0,0,47,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.67,20.15,1046.2,Bajo,Medio-bajo,Leal
5533-NHFRF,0,Male,1,0,0,7,0,No phone service,DSL,0,1,0,1,0,1,Month-to-month,1,Electronic check,1.48,44.4,265.8,Medio-bajo,Bajo,Nuevo
5533-RJFTJ,0,Male,0,0,0,49,0,No phone service,DSL,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),1.01,30.2,1453.1,Bajo,Medio-alto,Leal
5536-RTPWK,1,Male,0,1,0,49,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),3.3,99.05,4853.75,Alto,Alto,Leal
5536-SLHPM,1,Female,0,1,0,55,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,2.59,77.75,4458.15,Medio-alto,Alto,Leal
5537-UXXVS,0,Female,0,1,0,20,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),0.64,19.25,375.25,Bajo,Bajo,Intermedio
5539-HIVAK,0,Female,1,1,0,28,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.86,25.7,734.6,Bajo,Medio-bajo,Intermedio
5539-TMZLF,1,Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.33,69.75,69.75,Medio-bajo,Bajo,Nuevo
5542-DHSXL,0,Female,0,1,0,4,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,1.82,54.7,235.05,Medio-bajo,Bajo,Nuevo
5542-NKVRU,0,Female,0,0,0,42,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0.69,20.75,844.45,Bajo,Medio-bajo,Leal
5542-TBBWB,0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.33,69.9,69.9,Medio-bajo,Bajo,Nuevo
5543-QDCRY,0,Male,0,0,0,4,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,1.88,56.4,234.85,Medio-bajo,Bajo,Nuevo
5546-BYZSM,0,Female,0,0,0,41,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,0.68,20.45,775.6,Bajo,Medio-bajo,Leal
5546-QUERU,0,Male,0,0,0,13,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,0.66,19.95,257.0,Bajo,Bajo,Intermedio
